Produto,Categoria do Produto,PreÃ§o,Frete,Data da Compra,Vendedor,Local da compra,AvaliaÃ§Ã£o da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
FogÃ£o,eletrodomesticos,1102.32,56.27966284,09/11/2020,JoÃ£o Souza,PR,5,cartao_credito,4,-24.89,-51.55
Cama king,moveis,674.87,33.51923629,23/02/2022,Pedro Gomes,RN,5,cartao_credito,2,-5.81,-36.59
Carrinho controle remoto,brinquedos,80.15,1.852185443,12/07/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
Cama box,moveis,859.59,53.57259112,11/08/2022,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
Kit banquetas,moveis,326,17.88962379,29/04/2022,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,61.67,4.172157147,17/07/2022,Beatriz Moraes,SP,1,cartao_credito,4,-22.19,-48.79
Mesa de jantar,moveis,304.01,19.35143424,06/11/2021,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Cama box,moveis,992.16,50.41397425,31/03/2020,Pedro Gomes,RJ,5,cartao_credito,1,-22.25,-42.66
Secadora de roupas,eletrodomesticos,1234.57,63.32157748,08/02/2022,Bianca Santos,MG,1,cartao_credito,3,-18.1,-44.38
Dashboards com Power BI,livros,46.14,0,30/10/2021,Camila Ribeiro,SP,4,cartao_credito,1,-22.19,-48.79
Modelagem preditiva,livros,83.4,4.723925008,12/06/2022,Pedro Gomes,SC,5,cartao_credito,4,-27.45,-50.95
Mesa de jantar,moveis,461.26,24.84948416,10/08/2022,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Dinossauro Rex,brinquedos,23.33,1.773356839,28/08/2020,Bianca Santos,SP,4,cartao_credito,4,-22.19,-48.79
Cama king,moveis,1047.46,62.0160292,19/06/2022,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
TV Led UHD 4K,eletronicos,3120.08,163.7193126,22/04/2020,Juliana Costa,RN,5,cartao_credito,3,-5.81,-36.59
Carrinho controle remoto,brinquedos,81.85,1.942705329,08/02/2023,JoÃ£o Souza,BA,5,cartao_credito,1,-13.29,-41.71
Copo tÃ©rmico,esporte e lazer,42.54,2.548252931,15/08/2021,Beatriz Moraes,SP,4,cartao_credito,2,-22.19,-48.79
Smart TV,eletronicos,1868.45,100.020446,20/03/2023,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
TV Led UHD 4K,eletronicos,2677.41,140.1484668,08/08/2020,JoÃ£o Souza,PA,1,cartao_credito,2,-3.79,-52.48
Carrinho controle remoto,brinquedos,109.09,3.39315338,14/03/2022,Lucas Oliveira,RJ,3,cartao_credito,10,-22.25,-42.66
Cama box,moveis,726.97,39.24007001,16/11/2022,Pedro Gomes,CE,4,cartao_credito,2,-5.2,-39.53
Mesa de centro,moveis,190.58,10.43093757,23/05/2022,JoÃ£o Souza,SP,5,boleto,1,-22.19,-48.79
Tablet ABXY,eletronicos,1414.57,78.48541323,30/04/2021,Camila Ribeiro,RJ,5,cartao_credito,5,-22.25,-42.66
Dinossauro Rex,brinquedos,25.12,2.02457658,08/06/2020,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
Cama box,moveis,885.08,44.71228639,04/01/2020,Lucas Oliveira,RS,4,cartao_credito,3,-30.17,-53.5
Mesa de jantar,moveis,370.27,20.60417875,19/08/2022,Bianca Santos,SP,4,cartao_credito,7,-22.19,-48.79
Dinossauro Rex,brinquedos,26.84,1.712275163,01/12/2022,JoÃ£o Souza,RS,5,boleto,1,-30.17,-53.5
Headset,eletronicos,197.77,11.4190727,13/10/2021,Felipe Santos,PB,5,cartao_credito,10,-7.28,-36.72
Lava louÃ§as,eletrodomesticos,1947,101.2563317,20/03/2020,Pedro Gomes,SP,5,cartao_debito,1,-22.19,-48.79
Panela de pressÃ£o,utilidades domesticas,129.84,4.498028455,17/04/2022,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Bola de vÃ´lei,esporte e lazer,78.59,4.467806978,19/01/2022,Camila Ribeiro,ES,3,cupom,1,-19.19,-40.34
Bateria,instrumentos musicais,846.76,48.25123893,14/05/2022,JoÃ£o Souza,PR,3,cartao_credito,8,-24.89,-51.55
Pandeiro,instrumentos musicais,128.15,7.510614124,10/07/2021,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,87.5,10.90104715,08/02/2020,Camila Ribeiro,SP,5,cartao_credito,7,-22.19,-48.79
Jogo de tabuleiro,brinquedos,240.93,13.35990221,30/09/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
Impressora,eletronicos,442.82,31.65648071,12/11/2020,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
Celular ABXY,eletronicos,922.63,46.71171092,12/03/2022,Beatriz Moraes,RJ,1,cartao_credito,3,-22.25,-42.66
Faqueiro,utilidades domesticas,75.58,10.26634301,02/09/2021,Felipe Santos,MG,4,cartao_credito,3,-18.1,-44.38
Guarda roupas,moveis,601.39,29.60664734,30/10/2021,Bruno Rodrigues,ES,5,cupom,1,-19.19,-40.34
Dashboards com Power BI,livros,46.32,2.74952656,25/08/2020,Mariana Ferreira,SP,5,cartao_credito,4,-22.19,-48.79
Blocos de montar,brinquedos,38.93,9.874915001,15/08/2022,Rafael Costa,SC,3,cartao_credito,10,-27.45,-50.95
Carrinho controle remoto,brinquedos,119.61,6.89997719,22/04/2022,Mariana Ferreira,PR,1,cartao_credito,4,-24.89,-51.55
Bicicleta,esporte e lazer,378.54,21.04453137,24/06/2020,Juliana Costa,SP,4,cartao_credito,5,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,63.33,10.92771226,07/08/2020,JoÃ£o Souza,SP,5,cartao_credito,4,-22.19,-48.79
Carrinho controle remoto,brinquedos,112.89,6.542157406,06/04/2020,Beatriz Moraes,DF,5,cartao_credito,2,-15.83,-47.86
Jogo de tabuleiro,brinquedos,287.48,12.89188421,13/01/2020,JoÃ£o Souza,SP,5,cartao_credito,1,-22.19,-48.79
Tablet ABXY,eletronicos,2170.68,113.1666188,28/09/2022,Bianca Santos,SC,5,boleto,1,-27.45,-50.95
Bateria,instrumentos musicais,522.04,28.32816402,12/11/2020,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
Mesa de centro,moveis,168.3,9.244594594,03/06/2022,Camila Ribeiro,RS,5,cupom,1,-30.17,-53.5
Assistente virtual,eletronicos,199.45,8.20455154,25/06/2020,Mariana Ferreira,SP,5,cartao_credito,3,-22.19,-48.79
FogÃ£o,eletrodomesticos,895.66,48.57961567,27/11/2020,Bianca Santos,GO,5,cartao_debito,1,-15.98,-49.86
Kit banquetas,moveis,399.19,18.84010564,22/05/2022,Juliana Costa,MG,5,cartao_credito,3,-18.1,-44.38
Copo tÃ©rmico,esporte e lazer,76.34,1.649314405,09/03/2021,Felipe Santos,SP,4,cartao_credito,3,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,56.76,0,23/10/2022,Felipe Santos,SP,3,cartao_credito,2,-22.19,-48.79
Fone de ouvido,eletronicos,146.47,5.383525926,29/11/2020,Lucas Oliveira,SP,4,cartao_credito,4,-22.19,-48.79
Jogo de panelas,utilidades domesticas,233.56,12.96747188,20/06/2022,Felipe Santos,MG,3,cartao_credito,4,-18.1,-44.38
Celular Plus X42,eletronicos,2707.24,144.4355114,10/05/2022,Bianca Santos,MS,5,cartao_credito,1,-20.51,-54.54
Fone de ouvido,eletronicos,119.25,3.934142814,22/04/2020,Bruno Rodrigues,SC,4,cartao_credito,1,-27.45,-50.95
Cama king,moveis,763.99,46.9221045,16/12/2022,Isabella Pereira,MG,5,cartao_credito,2,-18.1,-44.38
Bola de basquete,esporte e lazer,97.89,2.796787074,16/04/2022,Camila Ribeiro,RS,1,cartao_credito,8,-30.17,-53.5
ViolÃ£o,instrumentos musicais,424,20.1611635,28/01/2020,Juliana Costa,SC,5,cartao_credito,10,-27.45,-50.95
Impressora,eletronicos,363.89,16.96048684,11/01/2021,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
Cama box,moveis,616.9,30.43250818,21/04/2022,Beatriz Moraes,BA,4,cartao_credito,1,-13.29,-41.71
Boneca bebÃª,brinquedos,61.37,0,27/12/2020,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
Xadrez de madeira,brinquedos,27.33,0,12/03/2023,Bruno Rodrigues,CE,5,cartao_credito,7,-5.2,-39.53
Celular ABXY,eletronicos,1114.99,59.65298907,05/02/2020,Juliana Costa,MG,5,cartao_credito,4,-18.1,-44.38
Micro-ondas,eletrodomesticos,857.22,45.92751204,11/10/2021,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
Bola de basquete,esporte e lazer,40.66,0,09/11/2020,Mariana Ferreira,SP,5,cartao_credito,4,-22.19,-48.79
Celular Plus X42,eletronicos,1851.35,96.16325696,02/03/2021,Isabella Pereira,SP,3,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,116,3.761090092,01/03/2022,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,3234.13,172.4908188,11/02/2022,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
Jogo de tabuleiro,brinquedos,332.57,15.29279106,12/03/2020,Rafael Costa,SP,4,cupom,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,45.03,3.286127207,26/11/2022,Bruno Rodrigues,RJ,1,cartao_credito,5,-22.25,-42.66
Panela de pressÃ£o,utilidades domesticas,111.3,3.510829231,14/04/2022,Lucas Oliveira,SP,4,cartao_credito,8,-22.19,-48.79
Bola de basquete,esporte e lazer,36.42,0,14/04/2020,Lucas Oliveira,PR,1,boleto,1,-24.89,-51.55
Headset,eletronicos,189.47,7.673146564,04/01/2020,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
FogÃ£o,eletrodomesticos,1220.4,66.38174389,20/05/2022,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
Guarda roupas,moveis,635.23,31.40852554,16/10/2022,Thiago Silva,MG,5,cartao_credito,3,-18.1,-44.38
FogÃ£o,eletrodomesticos,1176.41,63.58014122,11/02/2022,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Corda de pular,esporte e lazer,28.34,2.040124267,23/12/2022,Beatriz Moraes,BA,4,cartao_credito,5,-13.29,-41.71
CÃ´moda,moveis,344.58,18.87895289,12/08/2020,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
Smartwatch,eletronicos,215.63,17.86126316,08/05/2021,Bianca Santos,MG,4,cartao_credito,5,-18.1,-44.38
Jogo de copos,utilidades domesticas,53.06,11.91967174,20/01/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,3866.36,203.4564775,08/07/2021,Larissa Alves,SP,1,cartao_credito,6,-22.19,-48.79
Mochila,esporte e lazer,126,7.240225466,13/07/2022,Felipe Santos,RJ,1,cartao_credito,4,-22.25,-42.66
Dashboards com Power BI,livros,48.2,2.849630904,28/06/2022,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
FogÃ£o,eletrodomesticos,669.76,36.34971724,25/03/2022,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
Modelagem preditiva,livros,103.94,3.118931373,28/12/2022,Larissa Alves,SP,2,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,929.98,50.04974177,31/03/2022,Lucas Oliveira,DF,5,cartao_credito,1,-15.83,-47.86
Geladeira,eletrodomesticos,2630.02,140.5669178,25/02/2022,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
Jogo de tabuleiro,brinquedos,225.89,21.60890647,11/07/2021,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,204.08,12.26576139,11/03/2020,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1949.23,104.0794102,20/12/2020,Larissa Alves,SP,3,cartao_credito,10,-22.19,-48.79
Dashboards com Power BI,livros,52.18,10.33400831,18/08/2022,Mariana Ferreira,MG,5,cartao_credito,4,-18.1,-44.38
Celular ABXY,eletronicos,1701.43,88.18046798,07/03/2021,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Dashboards com Power BI,livros,54.74,0,09/05/2020,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
Corda de pular,esporte e lazer,23.95,10.36965181,18/04/2021,Mariana Ferreira,SP,5,cartao_credito,6,-22.19,-48.79
Tablet ABXY,eletronicos,2313.54,123.4721708,10/12/2021,JoÃ£o Souza,SP,3,cartao_credito,5,-22.19,-48.79
CÃ´moda,moveis,324.42,20.43820534,22/07/2021,Felipe Santos,RN,5,cartao_credito,4,-5.81,-36.59
Lava louÃ§as,eletrodomesticos,1389.84,74.53590333,25/12/2022,Larissa Alves,BA,5,boleto,1,-13.29,-41.71
Tablet ABXY,eletronicos,1767.89,98.61486269,27/04/2020,Lucas Oliveira,SP,3,cartao_credito,3,-22.19,-48.79
CiÃªncia de dados com python,livros,86.13,5.273175537,01/02/2021,Camila Ribeiro,RJ,4,cartao_credito,3,-22.25,-42.66
Smart TV,eletronicos,1949.04,101.3649556,01/11/2022,Beatriz Moraes,SP,4,cartao_credito,10,-22.19,-48.79
Faqueiro,utilidades domesticas,56.2,0,02/01/2020,Juliana Costa,SP,3,cartao_credito,2,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,24.51,0,15/03/2021,Juliana Costa,RS,5,cartao_credito,1,-30.17,-53.5
Bateria,instrumentos musicais,552.35,26.99541487,07/03/2022,Isabella Pereira,PE,5,cartao_credito,1,-8.38,-37.86
Geladeira,eletrodomesticos,1977.1,102.8590662,30/09/2022,Lucas Oliveira,CE,3,cartao_credito,9,-5.2,-39.53
Jogo de copos,utilidades domesticas,41.2,3.082191229,13/10/2022,Mariana Ferreira,SP,3,boleto,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,3244.57,173.6520067,14/03/2021,JoÃ£o Souza,MG,5,cartao_credito,2,-18.1,-44.38
Secadora de roupas,eletrodomesticos,1394.87,74.55575708,28/04/2020,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
Dinossauro Rex,brinquedos,25.64,9.442900758,18/02/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Smart TV,eletronicos,2469.53,131.78382,26/03/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Cama king,moveis,857.6,45.95339681,24/12/2021,Rafael Costa,RS,5,cartao_credito,5,-30.17,-53.5
Iniciando em programaÃ§Ã£o,livros,69.28,4.220056103,17/07/2021,JoÃ£o Souza,BA,5,cartao_credito,2,-13.29,-41.71
Smartwatch,eletronicos,197.01,8.074628881,22/11/2020,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
Boneca bebÃª,brinquedos,71.38,4.089547072,01/06/2021,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
Jogo de panelas,utilidades domesticas,197.23,11.02816914,09/12/2022,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
Jogo de tabuleiro,brinquedos,313.52,17.22510133,21/06/2020,Beatriz Moraes,SP,1,boleto,1,-22.19,-48.79
FogÃ£o,eletrodomesticos,1115.31,56.97134126,12/04/2022,Juliana Costa,RJ,1,cartao_credito,1,-22.25,-42.66
CÃ´moda,moveis,373.22,20.15596811,31/10/2021,Pedro Gomes,SP,3,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,752.54,40.60159558,16/07/2020,Bianca Santos,RS,5,cupom,1,-30.17,-53.5
Celular Plus X42,eletronicos,3207.82,171.4937767,15/03/2021,Juliana Costa,SC,4,boleto,1,-27.45,-50.95
TV Led UHD 4K,eletronicos,2391.68,124.9342039,16/04/2020,JoÃ£o Souza,MG,1,cartao_credito,3,-18.1,-44.38
Lava louÃ§as,eletrodomesticos,1633.12,84.54316598,18/05/2021,JoÃ£o Souza,SP,2,cartao_credito,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1447.59,87.58591504,23/01/2020,Mariana Ferreira,SP,4,cartao_credito,9,-22.19,-48.79
Faqueiro,utilidades domesticas,72.04,1.420352341,24/12/2020,Juliana Costa,CE,5,cartao_credito,1,-5.2,-39.53
Modelagem preditiva,livros,103.68,11.76258348,18/06/2021,Bruno Rodrigues,MA,4,cartao_credito,4,-5.42,-45.44
Panela de pressÃ£o,utilidades domesticas,91.44,9.348943623,22/04/2021,JoÃ£o Souza,MG,4,cartao_credito,2,-18.1,-44.38
Bola de basquete,esporte e lazer,71.24,1.377754748,15/02/2021,Lucas Oliveira,RS,5,cartao_credito,6,-30.17,-53.5
Mesa de jantar,moveis,392.76,21.19641433,12/03/2021,Mariana Ferreira,SP,3,boleto,1,-22.19,-48.79
Assistente virtual,eletronicos,227.55,13.76914729,22/08/2020,Bruno Rodrigues,MS,3,cartao_credito,1,-20.51,-54.54
ViolÃ£o,instrumentos musicais,416.6,23.07111187,13/01/2020,Isabella Pereira,DF,2,cartao_credito,7,-15.83,-47.86
Iniciando em programaÃ§Ã£o,livros,62.08,3.836677763,23/11/2021,Felipe Santos,MG,4,cartao_credito,1,-18.1,-44.38
Dinossauro Rex,brinquedos,29.66,1.86243168,08/01/2021,Isabella Pereira,SP,3,cartao_credito,1,-22.19,-48.79
Mesa de centro,moveis,256.06,14.16068966,06/09/2020,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
Smartwatch,eletronicos,202.53,8.368552274,14/10/2022,JoÃ£o Souza,BA,3,boleto,1,-13.29,-41.71
Blocos de montar,brinquedos,55.07,3.463416352,13/02/2023,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,73.96,4.221273407,23/05/2021,Bianca Santos,SP,3,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,410.14,22.12184704,17/05/2020,Thiago Silva,SP,1,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,51.6,0,07/01/2022,Thiago Silva,SP,4,boleto,1,-22.19,-48.79
Dashboards com Power BI,livros,40.85,0,30/11/2022,Bruno Rodrigues,RJ,5,cupom,1,-22.25,-42.66
Corda de pular,esporte e lazer,13.9,0,16/09/2020,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
Micro-ondas,eletrodomesticos,426.9,25.89495704,26/03/2022,Thiago Silva,CE,1,cartao_credito,5,-5.2,-39.53
Bicicleta,esporte e lazer,837.07,42.15589832,29/07/2022,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Faqueiro,utilidades domesticas,51.28,0,23/06/2022,Pedro Gomes,MG,4,cartao_credito,6,-18.1,-44.38
Dinossauro Rex,brinquedos,29.69,2.267915331,17/08/2022,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
TV Led UHD 4K,eletronicos,2408.47,128.7748864,05/04/2021,Camila Ribeiro,PR,3,cartao_credito,3,-24.89,-51.55
Tablet ABXY,eletronicos,1872.85,100.663476,20/11/2021,Felipe Santos,RJ,5,cartao_credito,2,-22.25,-42.66
Lavadora de roupas,eletrodomesticos,1672.09,89.31688809,11/06/2022,Juliana Costa,MS,5,cartao_credito,12,-20.51,-54.54
Geladeira,eletrodomesticos,2524.77,132.020846,23/09/2020,JoÃ£o Souza,SC,5,cartao_credito,8,-27.45,-50.95
FogÃ£o,eletrodomesticos,1215.85,62.3247938,30/07/2021,Lucas Oliveira,AL,2,cartao_credito,10,-9.62,-36.82
Smartwatch,eletronicos,211.1,11.77154445,22/06/2022,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
Cadeira de escritÃ³rio,moveis,434.85,24.04286947,06/02/2023,Lucas Oliveira,SC,5,cartao_credito,3,-27.45,-50.95
Poltrona,moveis,322.59,14.76138609,23/02/2021,Bruno Rodrigues,PR,1,cartao_credito,4,-24.89,-51.55
Panela de pressÃ£o,utilidades domesticas,75.32,4.541667932,10/12/2022,Juliana Costa,SP,5,cartao_credito,8,-22.19,-48.79
Panela de pressÃ£o,utilidades domesticas,94.2,12.81787623,11/11/2022,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,927.59,50.33122477,11/09/2020,Bruno Rodrigues,AM,5,cartao_credito,1,-3.47,-65.1
Bola de basquete,esporte e lazer,51.3,3.262675194,15/06/2020,JoÃ£o Souza,RS,4,boleto,1,-30.17,-53.5
Bicicleta,esporte e lazer,936.92,47.47261043,21/06/2022,Lucas Oliveira,BA,5,cartao_credito,7,-13.29,-41.71
Dinossauro Rex,brinquedos,21.76,5.638693249,16/10/2021,Mariana Ferreira,SP,5,cartao_credito,4,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,86.68,5.503864407,27/04/2021,Rafael Costa,ES,4,cartao_credito,1,-19.19,-40.34
Copo tÃ©rmico,esporte e lazer,72.09,4.121701533,18/02/2021,Thiago Silva,MG,5,boleto,1,-18.1,-44.38
Headset,eletronicos,110.07,6.39200089,14/09/2021,JoÃ£o Souza,ES,4,cartao_credito,4,-19.19,-40.34
Copo tÃ©rmico,esporte e lazer,61.73,3.5700627,06/06/2021,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,296.86,16.74674976,19/05/2020,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
Impressora,eletronicos,493.1,27.14450673,14/08/2022,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,21.15,0,01/09/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,93.3,2.552383382,06/07/2021,Felipe Santos,SP,1,cartao_credito,3,-22.19,-48.79
Poltrona,moveis,257.95,11.31950055,03/06/2020,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
Micro-ondas,eletrodomesticos,888.39,44.88853393,21/09/2020,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
Boneca bebÃª,brinquedos,75.77,1.61896362,22/05/2022,Felipe Santos,RS,3,boleto,1,-30.17,-53.5
Modelagem preditiva,livros,64.4,4.828221605,21/08/2020,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
Poltrona,moveis,328.54,18.18077877,15/04/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Poltrona,moveis,311.48,14.16981201,20/07/2022,Thiago Silva,DF,4,cartao_credito,1,-15.83,-47.86
Fone de ouvido,eletronicos,149.38,8.48514013,26/04/2020,JoÃ£o Souza,RJ,5,cartao_credito,5,-22.25,-42.66
Faqueiro,utilidades domesticas,58.18,0,07/12/2020,Pedro Gomes,MG,5,cartao_credito,10,-18.1,-44.38
TV Led UHD 4K,eletronicos,2942.49,154.2631794,25/09/2022,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
CiÃªncia de dados com python,livros,72.22,1.4299368,24/07/2021,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
Bola de vÃ´lei,esporte e lazer,69.94,1.308533659,12/09/2020,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
Tablet ABXY,eletronicos,2086.75,111.6394247,04/06/2020,Lucas Oliveira,MG,4,cartao_credito,1,-18.1,-44.38
Smart TV,eletronicos,2234.43,122.1404918,22/12/2022,Camila Ribeiro,RJ,3,cartao_credito,1,-22.25,-42.66
Lava louÃ§as,eletrodomesticos,1907.16,101.8393093,08/06/2022,Juliana Costa,MS,5,cartao_credito,8,-20.51,-54.54
Faqueiro,utilidades domesticas,71.4,1.386274266,12/11/2021,Felipe Santos,PR,1,cartao_credito,1,-24.89,-51.55
Celular ABXY,eletronicos,1662.18,86.09052356,11/07/2022,Bianca Santos,ES,5,cartao_credito,2,-19.19,-40.34
Bola de vÃ´lei,esporte e lazer,66.73,3.836297658,29/09/2022,Rafael Costa,RJ,1,cartao_credito,5,-22.25,-42.66
Smart TV,eletronicos,2400.91,131.0050509,26/05/2020,Bruno Rodrigues,RN,5,cartao_credito,1,-5.81,-36.59
Bateria,instrumentos musicais,1152.03,61.87323625,16/05/2020,Bianca Santos,DF,5,cartao_credito,4,-15.83,-47.86
Bola de vÃ´lei,esporte e lazer,73.64,4.447373451,28/01/2023,Rafael Costa,PB,5,boleto,1,-7.28,-36.72
Boneca bebÃª,brinquedos,77.34,4.64438732,29/07/2021,Beatriz Moraes,GO,5,cartao_credito,3,-15.98,-49.86
Tablet ABXY,eletronicos,1172.13,59.99683533,12/03/2021,Juliana Costa,RJ,1,boleto,1,-22.25,-42.66
SofÃ¡ retrÃ¡til,moveis,930.51,50.48670598,12/12/2020,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
